Tanggal,Mata Uang,Event,Aktual
2021/07/07,USD,JOLTS Job Openings  (May),9.209M
2021/07/08,USD,FOMC Meeting Minutes,
2021/07/08,USD,Initial Jobless Claims,373K
2021/07/08,USD,Crude Oil Inventories,-6.866M
2021/07/09,GBP,GDP (MoM),0.8%
2021/07/09,USD,Fed Monetary Policy Report,
2021/07/13,USD,Core CPI (MoM)  (Jun),0.9%
2021/07/13,USD,CPI (MoM)  (Jun),0.9%
2021/07/13,USD,CPI (YoY)  (Jun),5.4%
2021/07/14,GBP,CPI (YoY)  (Jun),2.5%
2021/07/14,USD,PPI (MoM)  (Jun),1.0%
2021/07/14,USD,Crude Oil Inventories,-7.897M
2021/07/14,USD,Fed Chair Powell Testifies,
2021/07/15,CNY,GDP (YoY)  (Q2),7.9%
2021/07/15,USD,Initial Jobless Claims,360K
2021/07/15,USD,Philadelphia Fed Manufacturing Index  (Jul),21.9
2021/07/15,USD,Fed Chair Powell Testifies,
2021/07/16,JPY,BoJ Interest Rate Decision,-0.10%
2021/07/16,EUR,CPI (YoY)  (Jun),1.9%
2021/07/16,USD,Core Retail Sales (MoM)  (Jun),1.3%
2021/07/16,USD,Retail Sales (MoM)  (Jun),0.6%
2021/07/19,USD,U.S. President Biden Speaks,
2021/07/21,USD,Crude Oil Inventories,2.108M
2021/07/22,EUR,Deposit Facility Rate  (Jul),-0.50%
2021/07/22,EUR,ECB Interest Rate Decision  (Jul),0.00%
2021/07/22,USD,Initial Jobless Claims,419K
2021/07/22,EUR,ECB Press Conference,
2021/07/22,USD,Existing Home Sales  (Jun),5.86M
2021/07/23,USD,S&P Global Manufacturing PMI  (Jul),63.1
2021/07/23,USD,S&P Global Services PMI  (Jul),59.8
2021/07/26,USD,New Home Sales  (Jun),676K
2021/07/27,USD,Durable Goods Orders (MoM)  (Jun),0.8%
2021/07/28,USD,Crude Oil Inventories,-4.089M
2021/07/29,USD,FOMC Statement,
2021/07/29,USD,Fed Interest Rate Decision,0.25%
2021/07/29,USD,FOMC Press Conference,
2021/07/29,USD,GDP (QoQ)  (Q2),6.5%
2021/07/29,USD,Initial Jobless Claims,400K
2021/07/30,EUR,CPI (YoY)  (Jul),2.2%
2021/07/30,USD,Core PCE Price Index (MoM)  (Jun),0.4%
2021/07/30,USD,Core PCE Price Index (YoY)  (Jun),3.5%
2021/07/30,USD,Chicago PMI  (Jul),73.4
2021/07/31,CNY,Manufacturing PMI  (Jul),50.4
2021/08/02,USD,S&P Global Manufacturing PMI  (Jul),63.4
2021/08/02,USD,ISM Manufacturing PMI  (Jul),59.5
2021/08/02,USD,ISM Manufacturing Prices  (Jul),85.7
2021/08/04,USD,ADP Nonfarm Employment Change  (Jul),330K
2021/08/04,USD,S&P Global Services PMI  (Jul),59.9
2021/08/04,USD,ISM Non-Manufacturing PMI  (Jul),64.1
2021/08/04,USD,ISM Non-Manufacturing Prices  (Jul),82.3
2021/08/04,USD,Crude Oil Inventories,3.626M
2021/08/05,GBP,BoE Inflation Report,
2021/08/05,GBP,BoE Interest Rate Decision  (Aug),0.10%
2021/08/05,USD,Initial Jobless Claims,385K
2021/08/06,USD,Average Hourly Earnings (MoM)  (Jul),0.4%
2021/08/06,USD,Nonfarm Payrolls  (Jul),943K
2021/08/06,USD,Unemployment Rate  (Jul),5.4%
2021/08/09,USD,JOLTS Job Openings  (Jun),10.073M
2021/08/11,USD,Core CPI (MoM)  (Jul),0.3%
2021/08/11,USD,CPI (MoM)  (Jul),0.5%
2021/08/11,USD,CPI (YoY)  (Jul),5.4%
2021/08/11,USD,Crude Oil Inventories,-0.447M
2021/08/12,GBP,GDP (YoY)  (Q2),22.2%
2021/08/12,GBP,GDP (QoQ)  (Q2),4.8%
2021/08/12,USD,Initial Jobless Claims,375K
2021/08/12,USD,PPI (MoM)  (Jul),1.0%
2021/08/16,JPY,GDP (QoQ)  (Q2),0.3%
2021/08/17,USD,Core Retail Sales (MoM)  (Jul),-0.4%
2021/08/17,USD,Retail Sales (MoM)  (Jul),-1.1%
2021/08/18,USD,Fed Chair Powell Speaks,
2021/08/18,GBP,CPI (YoY)  (Jul),2.0%
2021/08/18,EUR,CPI (YoY)  (Jul),2.2%
2021/08/18,USD,Crude Oil Inventories,-3.234M
2021/08/19,USD,FOMC Meeting Minutes,
2021/08/19,USD,Initial Jobless Claims,348K
2021/08/19,USD,Philadelphia Fed Manufacturing Index  (Aug),19.4
2021/08/23,USD,S&P Global Manufacturing PMI  (Aug),61.2
2021/08/23,USD,S&P Global Services PMI  (Aug),55.2
2021/08/23,USD,Existing Home Sales  (Jul),5.99M
2021/08/24,USD,New Home Sales  (Jul),708K
2021/08/25,USD,Durable Goods Orders (MoM)  (Jul),-0.1%
2021/08/25,USD,Crude Oil Inventories,-2.979M
2021/08/26,USD,GDP (QoQ)  (Q2),6.6%
2021/08/26,USD,Initial Jobless Claims,353K
2021/08/27,USD,Core PCE Price Index (MoM)  (Jul),0.3%
2021/08/27,USD,Core PCE Price Index (YoY)  (Jul),3.6%
2021/08/27,USD,Fed Chair Powell Speaks,
2021/08/31,CNY,Manufacturing PMI  (Aug),50.1
2021/08/31,EUR,CPI (YoY)  (Aug),3.0%
2021/08/31,USD,Chicago PMI  (Aug),66.8
2021/09/01,USD,ADP Nonfarm Employment Change  (Aug),374K
2021/09/01,USD,S&P Global Manufacturing PMI  (Aug),61.1
2021/09/01,USD,ISM Manufacturing PMI  (Aug),59.9
2021/09/01,USD,ISM Manufacturing Prices  (Aug),79.4
2021/09/01,USD,Crude Oil Inventories,-7.169M
2021/09/02,USD,Initial Jobless Claims,340K
2021/09/03,USD,Average Hourly Earnings (MoM)  (Aug),0.6%
2021/09/03,USD,Nonfarm Payrolls  (Aug),235K
2021/09/03,USD,Unemployment Rate  (Aug),5.2%
2021/09/03,USD,S&P Global Services PMI  (Aug),55.1
2021/09/03,USD,ISM Non-Manufacturing PMI  (Aug),61.7
2021/09/03,USD,ISM Non-Manufacturing Prices  (Aug),75.4
2021/09/08,JPY,GDP (QoQ)  (Q2),0.5%
2021/09/08,USD,JOLTS Job Openings  (Jul),10.934M
2021/09/09,EUR,Deposit Facility Rate  (Aug),-0.50%
2021/09/09,EUR,ECB Interest Rate Decision  (Aug),0.00%
2021/09/09,USD,Initial Jobless Claims,310K
2021/09/09,EUR,ECB Press Conference,
2021/09/09,USD,Crude Oil Inventories,-1.529M
2021/09/10,GBP,GDP (YoY),7.5%
2021/09/10,GBP,GDP (MoM),0.1%
2021/09/10,USD,PPI (MoM)  (Aug),0.7%
2021/09/14,USD,Core CPI (MoM)  (Aug),0.1%
2021/09/14,USD,CPI (YoY)  (Aug),5.3%
2021/09/14,USD,CPI (MoM)  (Aug),0.3%
2021/09/15,GBP,CPI (YoY)  (Aug),3.2%
2021/09/15,USD,Crude Oil Inventories,-6.422M
2021/09/16,USD,Core Retail Sales (MoM)  (Aug),1.8%
2021/09/16,USD,Initial Jobless Claims,332K
2021/09/16,USD,Philadelphia Fed Manufacturing Index  (Sep),30.7
2021/09/16,USD,Retail Sales (MoM)  (Aug),0.7%
2021/09/17,EUR,CPI (YoY)  (Aug),3.0%
2021/09/22,JPY,BoJ Interest Rate Decision,-0.10%
2021/09/22,USD,Existing Home Sales  (Aug),5.88M
2021/09/22,USD,Crude Oil Inventories,-3.481M
2021/09/23,USD,FOMC Economic Projections,
2021/09/23,USD,FOMC Statement,
2021/09/23,USD,Fed Interest Rate Decision,0.25%
2021/09/23,USD,FOMC Press Conference,
2021/09/23,GBP,BoE Interest Rate Decision  (Sep),0.10%
2021/09/23,USD,Initial Jobless Claims,351K
2021/09/23,USD,S&P Global Manufacturing PMI  (Sep),60.5
2021/09/23,USD,S&P Global Services PMI  (Sep),54.4
2021/09/24,USD,Fed Chair Powell Speaks,
2021/09/24,USD,New Home Sales  (Aug),740K
2021/09/27,USD,Durable Goods Orders (MoM)  (Aug),1.8%
2021/09/28,USD,Fed Chair Powell Testifies,
2021/09/29,USD,Crude Oil Inventories,4.578M
2021/09/29,USD,Fed Chair Powell Speaks,
2021/09/30,CNY,Manufacturing PMI  (Sep),49.6
2021/09/30,GBP,GDP (QoQ)  (Q2),5.5%
2021/09/30,GBP,GDP (YoY)  (Q2),23.6%
2021/09/30,USD,GDP (QoQ)  (Q2),6.7%
2021/09/30,USD,Initial Jobless Claims,362K
2021/09/30,USD,Chicago PMI  (Sep),64.7
2021/09/30,USD,Fed Chair Powell Testifies,
2021/10/01,EUR,CPI (YoY)  (Sep),3.4%
2021/10/01,USD,Core PCE Price Index (YoY)  (Aug),3.6%
2021/10/01,USD,Core PCE Price Index (MoM)  (Aug),0.3%
2021/10/01,USD,S&P Global Manufacturing PMI  (Sep),60.7
2021/10/01,USD,ISM Manufacturing PMI  (Sep),61.1
2021/10/01,USD,ISM Manufacturing Prices  (Sep),81.2
2021/10/05,USD,S&P Global Services PMI  (Sep),54.9
2021/10/05,USD,ISM Non-Manufacturing PMI  (Sep),61.9
2021/10/05,USD,ISM Non-Manufacturing Prices  (Sep),77.5
2021/10/06,USD,ADP Nonfarm Employment Change  (Sep),568K
2021/10/06,USD,Crude Oil Inventories,2.346M
2021/10/07,USD,Initial Jobless Claims,326K
2021/10/08,USD,Average Hourly Earnings (MoM)  (Sep),0.6%
2021/10/08,USD,Nonfarm Payrolls  (Sep),194K
2021/10/08,USD,Unemployment Rate  (Sep),4.8%
2021/10/12,USD,JOLTS Job Openings  (Aug),10.439M
2021/10/13,GBP,GDP (YoY),6.9%
2021/10/13,GBP,GDP (MoM),0.4%
2021/10/13,USD,Core CPI (MoM)  (Sep),0.2%
2021/10/13,USD,CPI (YoY)  (Sep),5.4%
2021/10/13,USD,CPI (MoM)  (Sep),0.4%
2021/10/14,USD,FOMC Meeting Minutes,
2021/10/14,USD,Initial Jobless Claims,293K
2021/10/14,USD,PPI (MoM)  (Sep),0.5%
2021/10/14,USD,Crude Oil Inventories,6.088M
2021/10/15,USD,Core Retail Sales (MoM)  (Sep),0.8%
2021/10/15,USD,Retail Sales (MoM)  (Sep),0.7%
2021/10/18,CNY,GDP (YoY)  (Q3),4.9%
2021/10/20,GBP,CPI (YoY)  (Sep),3.1%
2021/10/20,EUR,CPI (YoY)  (Sep),3.4%
2021/10/20,USD,Crude Oil Inventories,-0.431M
2021/10/21,USD,Initial Jobless Claims,290K
2021/10/21,USD,Philadelphia Fed Manufacturing Index  (Oct),23.8
2021/10/21,USD,Existing Home Sales  (Sep),6.29M
2021/10/22,USD,S&P Global Manufacturing PMI  (Oct),59.2
2021/10/22,USD,S&P Global Services PMI  (Oct),58.2
2021/10/22,USD,Fed Chair Powell Speaks,
2021/10/26,USD,New Home Sales  (Sep),800K
2021/10/27,GBP,Autumn Forecast Statement,
2021/10/27,USD,Durable Goods Orders (MoM)  (Sep),-0.4%
2021/10/27,USD,Crude Oil Inventories,4.267M
2021/10/28,JPY,BoJ Interest Rate Decision,-0.10%
2021/10/28,EUR,Deposit Facility Rate  (Oct),-0.50%
2021/10/28,EUR,ECB Interest Rate Decision  (Oct),0.00%
2021/10/28,USD,GDP (QoQ)  (Q3),2.0%
2021/10/28,USD,Initial Jobless Claims,281K
2021/10/28,EUR,ECB Press Conference,
2021/10/29,EUR,CPI (YoY)  (Oct),4.1%
2021/10/29,USD,Core PCE Price Index (MoM)  (Sep),0.2%
2021/10/29,USD,Core PCE Price Index (YoY)  (Sep),3.6%
2021/10/29,USD,Chicago PMI  (Oct),68.4
2021/10/31,CNY,Manufacturing PMI  (Oct),49.2
2021/11/01,USD,S&P Global Manufacturing PMI  (Oct),58.4
2021/11/01,USD,ISM Manufacturing PMI  (Oct),60.8
2021/11/01,USD,ISM Manufacturing Prices  (Oct),85.7
2021/11/03,USD,ADP Nonfarm Employment Change  (Oct),571K
2021/11/03,USD,S&P Global Services PMI  (Oct),58.7
2021/11/03,USD,ISM Non-Manufacturing PMI  (Oct),66.7
2021/11/03,USD,ISM Non-Manufacturing Prices  (Oct),82.9
2021/11/03,USD,Crude Oil Inventories,3.291M
2021/11/04,USD,FOMC Statement,
2021/11/04,USD,Fed Interest Rate Decision,0.25%
2021/11/04,USD,FOMC Press Conference,
2021/11/04,GBP,BoE Inflation Report,
2021/11/04,GBP,BoE Interest Rate Decision  (Nov),0.10%
2021/11/04,USD,Initial Jobless Claims,269K
2021/11/05,USD,Average Hourly Earnings (MoM)  (Oct),0.4%
2021/11/05,USD,Nonfarm Payrolls  (Oct),531K
2021/11/05,USD,Unemployment Rate  (Oct),4.6%
2021/11/08,USD,Fed Chair Powell Speaks,
2021/11/09,USD,PPI (MoM)  (Oct),0.6%
2021/11/09,USD,Fed Chair Powell Speaks,
2021/11/10,USD,Sec Kashkari Speaks,
2021/11/10,USD,Core CPI (MoM)  (Oct),0.6%
2021/11/10,USD,CPI (MoM)  (Oct),0.9%
2021/11/10,USD,CPI (YoY)  (Oct),6.2%
2021/11/10,USD,Initial Jobless Claims,267K
2021/11/10,USD,Crude Oil Inventories,1.001M
2021/11/11,GBP,GDP (YoY)  (Q3),5.3%
2021/11/11,GBP,GDP (MoM),0.6%
2021/11/11,GBP,GDP (QoQ)  (Q3),1.3%
2021/11/12,USD,JOLTS Job Openings  (Sep),10.438M
2021/11/15,JPY,GDP (QoQ)  (Q3),-0.8%
2021/11/16,USD,Core Retail Sales (MoM)  (Oct),1.7%
2021/11/16,USD,Retail Sales (MoM)  (Oct),1.7%
2021/11/17,GBP,CPI (YoY)  (Oct),4.2%
2021/11/17,EUR,CPI (YoY)  (Oct),4.1%
2021/11/17,USD,Crude Oil Inventories,-2.101M
2021/11/18,USD,Initial Jobless Claims,268K
2021/11/18,USD,Philadelphia Fed Manufacturing Index  (Nov),39.0
2021/11/22,USD,Existing Home Sales  (Oct),6.34M
2021/11/23,USD,S&P Global Manufacturing PMI  (Nov),59.1
2021/11/23,USD,S&P Global Services PMI  (Nov),57.0
2021/11/24,USD,U.S. President Biden Speaks,
2021/11/24,USD,Durable Goods Orders (MoM)  (Oct),-0.5%
2021/11/24,USD,GDP (QoQ)  (Q3),2.1%
2021/11/24,USD,Initial Jobless Claims,199K
2021/11/24,USD,Core PCE Price Index (MoM)  (Oct),0.4%
2021/11/24,USD,Core PCE Price Index (YoY)  (Oct),4.1%
2021/11/24,USD,New Home Sales  (Oct),745K
2021/11/24,USD,Crude Oil Inventories,1.017M
2021/11/25,USD,FOMC Meeting Minutes,
2021/11/30,USD,FOMC Member Powell Speaks,
2021/11/30,CNY,Manufacturing PMI  (Nov),50.1
2021/11/30,EUR,CPI (YoY)  (Nov),4.9%
2021/11/30,USD,Chicago PMI  (Nov),61.8
2021/11/30,USD,Fed Chair Powell Testifies,
2021/12/01,USD,ADP Nonfarm Employment Change  (Nov),534K
2021/12/01,USD,S&P Global Manufacturing PMI  (Nov),58.3
2021/12/01,USD,Fed Chair Powell Testifies,
2021/12/01,USD,ISM Manufacturing PMI  (Nov),61.1
2021/12/01,USD,ISM Manufacturing Prices  (Nov),82.4
2021/12/01,USD,Crude Oil Inventories,-0.910M
2021/12/02,USD,Initial Jobless Claims,222K
2021/12/03,USD,Average Hourly Earnings (MoM)  (Nov),0.3%
2021/12/03,USD,Nonfarm Payrolls  (Nov),210K
2021/12/03,USD,Unemployment Rate  (Nov),4.2%
2021/12/03,USD,S&P Global Services PMI  (Nov),58.0
2021/12/03,USD,ISM Non-Manufacturing PMI  (Nov),69.1
2021/12/03,USD,ISM Non-Manufacturing Prices  (Nov),82.3
2021/12/08,JPY,GDP (QoQ)  (Q3),-0.9%
2021/12/08,USD,JOLTS Job Openings  (Oct),11.033M
2021/12/08,USD,Crude Oil Inventories,-0.240M
2021/12/09,USD,Initial Jobless Claims,184K
2021/12/10,GBP,GDP (MoM),0.1%
2021/12/10,USD,Core CPI (MoM)  (Nov),0.5%
2021/12/10,USD,CPI (MoM)  (Nov),0.8%
2021/12/10,USD,CPI (YoY)  (Nov),6.8%
2021/12/14,USD,PPI (MoM)  (Nov),0.8%
2021/12/15,GBP,CPI (YoY)  (Nov),5.1%
2021/12/15,USD,Core Retail Sales (MoM)  (Nov),0.3%
2021/12/15,USD,Retail Sales (MoM)  (Nov),0.3%
2021/12/15,USD,Crude Oil Inventories,-4.584M
2021/12/16,USD,FOMC Economic Projections,
2021/12/16,USD,FOMC Statement,
2021/12/16,USD,Fed Interest Rate Decision,0.25%
2021/12/16,USD,FOMC Press Conference,
2021/12/16,GBP,BoE Interest Rate Decision  (Dec),0.25%
2021/12/16,EUR,Deposit Facility Rate  (Dec),-0.50%
2021/12/16,EUR,ECB Interest Rate Decision  (Dec),0.00%
2021/12/16,USD,Initial Jobless Claims,206K
2021/12/16,USD,Philadelphia Fed Manufacturing Index  (Dec),15.4
2021/12/16,EUR,ECB Press Conference,
2021/12/16,USD,S&P Global Manufacturing PMI  (Dec),57.8
2021/12/16,USD,S&P Global Services PMI  (Dec),57.5
2021/12/17,JPY,BoJ Interest Rate Decision,-0.10%
2021/12/17,EUR,CPI (YoY)  (Nov),4.9%
2021/12/22,GBP,GDP (YoY)  (Q3),6.8%
2021/12/22,GBP,GDP (QoQ)  (Q3),1.1%
2021/12/22,USD,GDP (QoQ)  (Q3),2.3%
2021/12/22,USD,Existing Home Sales  (Nov),6.46M
2021/12/22,USD,Crude Oil Inventories,-4.715M
2021/12/23,USD,Core PCE Price Index (MoM)  (Nov),0.5%
2021/12/23,USD,Core PCE Price Index (YoY)  (Nov),4.7%
2021/12/23,USD,Durable Goods Orders (MoM)  (Nov),2.5%
2021/12/23,USD,Initial Jobless Claims,205K
2021/12/23,USD,New Home Sales  (Nov),744K
2021/12/29,USD,Crude Oil Inventories,-3.576M
2021/12/30,USD,Initial Jobless Claims,198K
2021/12/30,USD,Chicago PMI  (Dec),63.1
2021/12/31,CNY,Manufacturing PMI  (Dec),50.3
2022/01/03,USD,S&P Global Manufacturing PMI  (Dec),57.7
2022/01/04,USD,ISM Manufacturing PMI  (Dec),58.7
2022/01/04,USD,ISM Manufacturing Prices  (Dec),68.2
2022/01/04,USD,JOLTS Job Openings  (Nov),10.562M
2022/01/05,USD,ADP Nonfarm Employment Change  (Dec),807K
2022/01/05,USD,S&P Global Services PMI  (Dec),57.6
2022/01/05,USD,Crude Oil Inventories,-2.144M
2022/01/06,USD,FOMC Meeting Minutes,
2022/01/06,USD,Initial Jobless Claims,207K
2022/01/06,USD,ISM Non-Manufacturing PMI  (Dec),62.0
2022/01/06,USD,ISM Non-Manufacturing Prices  (Dec),82.5
2022/01/07,EUR,CPI (YoY)  (Dec),5.0%
2022/01/07,USD,Average Hourly Earnings (MoM)  (Dec),0.6%
2022/01/07,USD,Nonfarm Payrolls  (Dec),199K
2022/01/07,USD,Unemployment Rate  (Dec),3.9%
2022/01/11,USD,Fed Chair Powell Testifies,
2022/01/12,USD,Core CPI (MoM)  (Dec),0.6%
2022/01/12,USD,CPI (YoY)  (Dec),7.0%
2022/01/12,USD,CPI (MoM)  (Dec),0.5%
2022/01/12,USD,Crude Oil Inventories,-4.553M
2022/01/13,USD,Initial Jobless Claims,230K
2022/01/13,USD,PPI (MoM)  (Dec),0.2%
2022/01/14,GBP,GDP (MoM),0.9%
2022/01/14,USD,Core Retail Sales (MoM)  (Dec),-2.3%
2022/01/14,USD,Retail Sales (MoM)  (Dec),-1.9%
2022/01/17,CNY,GDP (YoY)  (Q4),4.0%
2022/01/18,JPY,BoJ Interest Rate Decision,-0.10%
2022/01/19,GBP,CPI (YoY)  (Dec),5.4%
2022/01/20,EUR,CPI (YoY)  (Dec),5.0%
2022/01/20,USD,Initial Jobless Claims,286K
2022/01/20,USD,Philadelphia Fed Manufacturing Index  (Jan),23.2
2022/01/20,USD,Existing Home Sales  (Dec),6.18M
2022/01/20,USD,Crude Oil Inventories,0.515M
2022/01/24,USD,S&P Global Manufacturing PMI  (Jan),55.0
2022/01/24,USD,S&P Global Services PMI  (Jan),50.9
2022/01/26,USD,New Home Sales  (Dec),811K
2022/01/26,USD,Crude Oil Inventories,2.377M
2022/01/27,USD,FOMC Statement,
2022/01/27,USD,Fed Interest Rate Decision,0.25%
2022/01/27,USD,FOMC Press Conference,
2022/01/27,USD,Durable Goods Orders (MoM)  (Dec),-0.9%
2022/01/27,USD,GDP (QoQ)  (Q4),6.9%
2022/01/27,USD,Initial Jobless Claims,260K
2022/01/28,USD,Core PCE Price Index (YoY)  (Dec),4.9%
2022/01/28,USD,Core PCE Price Index (MoM)  (Dec),0.5%
2022/01/30,CNY,Manufacturing PMI  (Jan),50.1
2022/01/31,USD,Chicago PMI  (Jan),65.2
2022/02/01,USD,S&P Global Manufacturing PMI  (Jan),55.5
2022/02/01,USD,ISM Manufacturing PMI  (Jan),57.6
2022/02/01,USD,ISM Manufacturing Prices  (Jan),76.1
2022/02/01,USD,JOLTS Job Openings  (Dec),10.925M
2022/02/02,EUR,CPI (YoY)  (Jan),5.1%
2022/02/02,USD,ADP Nonfarm Employment Change  (Jan),-301K
2022/02/02,USD,Crude Oil Inventories,-1.046M
2022/02/03,GBP,BoE Inflation Report,
2022/02/03,GBP,BoE Interest Rate Decision  (Feb),0.50%
2022/02/03,EUR,Deposit Facility Rate  (Feb),-0.50%
2022/02/03,EUR,ECB Interest Rate Decision  (Feb),0.00%
2022/02/03,USD,Initial Jobless Claims,238K
2022/02/03,EUR,ECB Press Conference,
2022/02/03,USD,S&P Global Services PMI  (Jan),51.2
2022/02/03,USD,ISM Non-Manufacturing PMI  (Jan),59.9
2022/02/03,USD,ISM Non-Manufacturing Prices  (Jan),82.3
2022/02/04,USD,Average Hourly Earnings (MoM)  (Jan),0.7%
2022/02/04,USD,Nonfarm Payrolls  (Jan),467K
2022/02/04,USD,Unemployment Rate  (Jan),4.0%
2022/02/04,USD,U.S. President Biden Speaks,
2022/02/09,USD,Crude Oil Inventories,-4.756M
2022/02/10,USD,Core CPI (MoM)  (Jan),0.6%
2022/02/10,USD,CPI (MoM)  (Jan),0.6%
2022/02/10,USD,CPI (YoY)  (Jan),7.5%
2022/02/10,USD,Initial Jobless Claims,223K
2022/02/11,GBP,GDP (QoQ)  (Q4),1.0%
2022/02/11,GBP,GDP (MoM),-0.2%
2022/02/11,GBP,GDP (YoY)  (Q4),6.5%
2022/02/15,JPY,GDP (QoQ)  (Q4),1.3%
2022/02/15,USD,PPI (MoM)  (Jan),1.0%
2022/02/16,USD,U.S. President Biden Speaks,
2022/02/16,GBP,CPI (YoY)  (Jan),5.5%
2022/02/16,USD,Core Retail Sales (MoM)  (Jan),3.3%
2022/02/16,USD,Retail Sales (MoM)  (Jan),3.8%
2022/02/16,USD,Crude Oil Inventories,1.121M
2022/02/17,USD,FOMC Meeting Minutes,
2022/02/17,USD,Initial Jobless Claims,248K
2022/02/17,USD,Philadelphia Fed Manufacturing Index  (Feb),16.0
2022/02/18,USD,Existing Home Sales  (Jan),6.50M
2022/02/19,USD,U.S. President Biden Speaks,
2022/02/22,USD,S&P Global Manufacturing PMI  (Feb),57.5
2022/02/22,USD,S&P Global Services PMI  (Feb),56.7
2022/02/23,EUR,CPI (YoY)  (Jan),5.1%
2022/02/24,USD,GDP (QoQ)  (Q4),7.0%
2022/02/24,USD,Initial Jobless Claims,232K
2022/02/24,USD,New Home Sales  (Jan),801K
2022/02/24,USD,Crude Oil Inventories,4.515M
2022/02/25,USD,U.S. President Biden Speaks,
2022/02/25,USD,Core PCE Price Index (MoM)  (Jan),0.5%
2022/02/25,USD,Core PCE Price Index (YoY)  (Jan),5.2%
2022/02/25,USD,Durable Goods Orders (MoM)  (Jan),1.6%
2022/02/25,USD,Fed Monetary Policy Report,
2022/02/28,USD,Chicago PMI  (Feb),56.3
2022/03/01,CNY,Manufacturing PMI  (Feb),50.2
2022/03/01,USD,S&P Global Manufacturing PMI  (Feb),57.3
2022/03/01,USD,ISM Manufacturing PMI  (Feb),58.6
2022/03/01,USD,ISM Manufacturing Prices  (Feb),75.6
2022/03/02,USD,U.S. President Biden Speaks,
2022/03/02,USD,U.S. President Biden Speaks,
2022/03/02,EUR,CPI (YoY)  (Feb),5.8%
2022/03/02,USD,ADP Nonfarm Employment Change  (Feb),475K
2022/03/02,USD,Fed Chair Powell Testifies,
2022/03/02,USD,Crude Oil Inventories,-2.597M
2022/03/03,USD,Initial Jobless Claims,215K
2022/03/03,USD,S&P Global Services PMI  (Feb),56.5
2022/03/03,USD,Fed Chair Powell Testifies,
2022/03/03,USD,ISM Non-Manufacturing PMI  (Feb),56.5
2022/03/03,USD,ISM Non-Manufacturing Prices  (Feb),83.1
2022/03/04,USD,Average Hourly Earnings (MoM)  (Feb),0.0%
2022/03/04,USD,Nonfarm Payrolls  (Feb),678K
2022/03/04,USD,Unemployment Rate  (Feb),3.8%
2022/03/09,JPY,GDP (QoQ)  (Q4),1.1%
2022/03/09,USD,JOLTS Job Openings  (Jan),11.263M
2022/03/09,USD,Crude Oil Inventories,-1.863M
2022/03/10,EUR,Deposit Facility Rate  (Mar),-0.50%
2022/03/10,EUR,ECB Interest Rate Decision  (Mar),0.00%
2022/03/10,USD,Core CPI (MoM)  (Feb),0.5%
2022/03/10,USD,CPI (MoM)  (Feb),0.8%
2022/03/10,USD,CPI (YoY)  (Feb),7.9%
2022/03/10,USD,Initial Jobless Claims,227K
2022/03/10,EUR,ECB Press Conference,
2022/03/11,GBP,GDP (MoM),0.8%
2022/03/11,GBP,GDP (YoY),10.0%
2022/03/15,USD,PPI (MoM)  (Feb),0.8%
2022/03/16,USD,Core Retail Sales (MoM)  (Feb),0.2%
2022/03/16,USD,Retail Sales (MoM)  (Feb),0.3%
2022/03/16,USD,Crude Oil Inventories,4.345M
2022/03/17,USD,FOMC Economic Projections,
2022/03/17,USD,FOMC Statement,
2022/03/17,USD,Fed Interest Rate Decision,0.50%
2022/03/17,USD,FOMC Press Conference,
2022/03/17,EUR,CPI (YoY)  (Feb),5.9%
2022/03/17,GBP,BoE Interest Rate Decision  (Mar),0.75%
2022/03/17,USD,Initial Jobless Claims,214K
2022/03/17,USD,Philadelphia Fed Manufacturing Index  (Mar),27.4
2022/03/18,JPY,BoJ Interest Rate Decision,-0.10%
2022/03/18,USD,Existing Home Sales  (Feb),6.02M
2022/03/21,USD,Fed Chair Powell Speaks,
2022/03/22,GBP,Spring Forecast Statement,
2022/03/23,GBP,CPI (YoY)  (Feb),6.2%
2022/03/23,USD,Fed Chair Powell Speaks,
2022/03/23,USD,New Home Sales  (Feb),772K
2022/03/23,USD,Crude Oil Inventories,-2.508M
2022/03/24,USD,Durable Goods Orders (MoM)  (Feb),-2.2%
2022/03/24,USD,Initial Jobless Claims,187K
2022/03/24,USD,S&P Global Manufacturing PMI  (Mar),58.5
2022/03/24,USD,S&P Global Services PMI  (Mar),58.9
2022/03/29,USD,JOLTS Job Openings  (Feb),11.266M
2022/03/30,USD,ADP Nonfarm Employment Change  (Mar),455K
2022/03/30,USD,GDP (QoQ)  (Q4),6.9%
2022/03/30,USD,Crude Oil Inventories,-3.449M
2022/03/31,CNY,Manufacturing PMI  (Mar),49.5
2022/03/31,GBP,GDP (YoY)  (Q4),6.6%
2022/03/31,GBP,GDP (QoQ)  (Q4),1.3%
2022/03/31,USD,Core PCE Price Index (YoY)  (Feb),5.4%
2022/03/31,USD,Core PCE Price Index (MoM)  (Feb),0.4%
2022/03/31,USD,Initial Jobless Claims,202K
2022/03/31,USD,Chicago PMI  (Mar),62.9
2022/04/01,EUR,CPI (YoY)  (Mar),7.5%
2022/04/01,USD,Average Hourly Earnings (MoM)  (Mar),0.4%
2022/04/01,USD,Nonfarm Payrolls  (Mar),431K
2022/04/01,USD,Unemployment Rate  (Mar),3.6%
2022/04/01,USD,S&P Global Manufacturing PMI  (Mar),58.8
