Tanggal,Mata Uang,Event,Aktual
2021/08/13,USD,30-Year Bond Auction,2.040%
2021/08/13,USD,Export Price Index (MoM)  (Jul),1.3%
2021/08/13,USD,Import Price Index (MoM)  (Jul),0.3%
2021/08/13,USD,Michigan 1-Year Inflation Expectations  (Aug),4.6%
2021/08/13,USD,Michigan 5-Year Inflation Expectations  (Aug),3.00%
2021/08/13,USD,Michigan Consumer Expectations  (Aug),65.2
2021/08/13,USD,Michigan Consumer Sentiment  (Aug),70.2
2021/08/14,USD,U.S. Baker Hughes Oil Rig Count,397
2021/08/14,USD,U.S. Baker Hughes Total Rig Count,500
2021/08/14,GBP,CFTC GBP speculative net positions,7.1K
2021/08/14,USD,CFTC Crude Oil speculative net positions,400.4K
2021/08/14,USD,CFTC Gold speculative net positions,168.4K
2021/08/14,USD,CFTC Nasdaq 100 speculative net positions,-13.3K
2021/08/14,USD,CFTC S&P 500 speculative net positions,23.1K
2021/08/14,JPY,CFTC JPY speculative net positions,-60.7K
2021/08/16,JPY,GDP (YoY)  (Q2),1.3%
2021/08/16,JPY,GDP (QoQ)  (Q2),0.3%
2021/08/16,JPY,GDP Price Index (YoY),-0.7%
2021/08/16,CNY,Fixed Asset Investment (YoY)  (Jul),10.3%
2021/08/16,CNY,Industrial Production (YoY)  (Jul),6.4%
2021/08/16,CNY,Chinese Industrial Production YTD  (YoY)  (Jul),14.4%
2021/08/16,CNY,Chinese Unemployment Rate,5.1%
2021/08/16,CNY,NBS Press Conference,
2021/08/16,JPY,Industrial Production (MoM)  (Jun),6.5%
2021/08/16,GBP,Investing.com GBP/USD Index,38.4%
2021/08/16,USD,Investing.com Gold Index,51.2%
2021/08/16,JPY,Investing.com USD/JPY Index,59.2%
2021/08/16,USD,NY Empire State Manufacturing Index  (Aug),18.30
2021/08/17,USD,TIC Net Long-Term Transactions  (Jun),110.9B
2021/08/17,JPY,Tertiary Industry Activity Index (MoM),2.3%
2021/08/17,GBP,Average Earnings Index +Bonus  (Jun),8.8%
2021/08/17,GBP,Claimant Count Change  (Jul),-7.8K
2021/08/17,GBP,Employment Change 3M/3M (MoM)  (Jun),95K
2021/08/17,GBP,Labour Productivity,-0.5%
2021/08/17,GBP,Unemployment Rate  (Jun),4.7%
2021/08/17,USD,Core Retail Sales (MoM)  (Jul),-0.4%
2021/08/17,USD,Retail Control (MoM)  (Jul),-1.0%
2021/08/17,USD,Retail Sales (MoM)  (Jul),-1.1%
2021/08/17,USD,Industrial Production (MoM)  (Jul),0.9%
2021/08/17,USD,Industrial Production (YoY)  (Jul),6.55%
2021/08/17,USD,Business Inventories (MoM)  (Jun),0.8%
2021/08/17,USD,Retail Inventories Ex Auto  (Jun),0.5%
2021/08/18,USD,Fed Chair Powell Speaks,
2021/08/18,USD,FOMC Member Kashkari Speaks,
2021/08/18,USD,API Weekly Crude Oil Stock,-1.163M
2021/08/18,JPY,Adjusted Trade Balance,0.05T
2021/08/18,JPY,Exports (YoY)  (Jul),37.0%
2021/08/18,JPY,Trade Balance  (Jul),441.0B
2021/08/18,GBP,CPI (MoM)  (Jul),0.0%
2021/08/18,GBP,CPI (YoY)  (Jul),2.0%
2021/08/18,GBP,CPIH (YoY),2.1%
2021/08/18,GBP,PPI Input (MoM)  (Jul),0.8%
2021/08/18,USD,Building Permits  (Jul),1.635M
2021/08/18,USD,Housing Starts  (Jul),1.534M
2021/08/18,USD,Housing Starts (MoM)  (Jul),-7.0%
2021/08/18,USD,Crude Oil Inventories,-3.234M
2021/08/18,USD,Cushing Crude Oil Inventories,-0.980M
2021/08/19,USD,20-Year Bond Auction,1.850%
2021/08/19,USD,FOMC Meeting Minutes,
2021/08/19,USD,Fed's Balance Sheet,"8,342.60B"
2021/08/19,USD,Continuing Jobless Claims,"2,820K"
2021/08/19,USD,Initial Jobless Claims,348K
2021/08/19,USD,Philadelphia Fed Manufacturing Index  (Aug),19.4
2021/08/19,USD,Philly Fed Employment  (Aug),32.6
2021/08/19,USD,US Leading Index (MoM)  (Jul),0.9%
2021/08/20,USD,30-Year TIPS Auction,-0.292%
2021/08/20,JPY,National Core CPI (YoY)  (Jul),-0.2%
2021/08/20,JPY,National CPI (MoM),0.2%
2021/08/20,CNY,PBoC Loan Prime Rate,3.85%
2021/08/20,GBP,Core Retail Sales (MoM)  (Jul),-2.4%
2021/08/20,GBP,Core Retail Sales (YoY)  (Jul),1.8%
2021/08/20,GBP,Retail Sales (YoY)  (Jul),2.4%
2021/08/20,GBP,Retail Sales (MoM)  (Jul),-2.5%
2021/08/20,EUR,German PPI (MoM)  (Jul),1.9%
2021/08/20,USD,FOMC Member Kaplan Speaks,
2021/08/21,USD,U.S. Baker Hughes Oil Rig Count,405
2021/08/21,USD,U.S. Baker Hughes Total Rig Count,503
2021/08/21,GBP,CFTC GBP speculative net positions,4.7K
2021/08/21,USD,CFTC Crude Oil speculative net positions,404.3K
2021/08/21,USD,CFTC Gold speculative net positions,191.5K
2021/08/21,USD,CFTC Nasdaq 100 speculative net positions,-21.9K
2021/08/21,USD,CFTC S&P 500 speculative net positions,27.3K
2021/08/21,JPY,CFTC JPY speculative net positions,-63.2K
2021/08/23,GBP,Investing.com GBP/USD Index,47.4%
2021/08/23,USD,Investing.com Gold Index,58.9%
2021/08/23,JPY,Investing.com USD/JPY Index,55.9%
2021/08/23,USD,Existing Home Sales (MoM)  (Jul),2.0%
2021/08/23,USD,Existing Home Sales  (Jul),5.99M
2021/08/24,JPY,BoJ Core CPI (YoY),0.2%
2021/08/24,EUR,German GDP (QoQ)  (Q2),1.6%
2021/08/24,EUR,German GDP (YoY)  (Q2),9.8%
2021/08/24,USD,New Home Sales (MoM)  (Jul),1.0%
2021/08/24,USD,New Home Sales  (Jul),708K
2021/08/25,USD,2-Year Note Auction,0.242%
2021/08/25,USD,API Weekly Crude Oil Stock,-1.622M
2021/08/25,EUR,German Business Expectations  (Aug),97.5
2021/08/25,EUR,German Current Assessment  (Aug),101.4
2021/08/25,EUR,German Ifo Business Climate Index  (Aug),99.4
2021/08/25,USD,Core Durable Goods Orders (MoM)  (Jul),0.7%
2021/08/25,USD,Durable Goods Orders (MoM)  (Jul),-0.1%
2021/08/25,USD,Crude Oil Inventories,-2.979M
2021/08/25,USD,Cushing Crude Oil Inventories,0.070M
2021/08/26,USD,5-Year Note Auction,0.831%
2021/08/26,USD,Fed's Balance Sheet,"8,332.74B"
2021/08/26,EUR,GfK German Consumer Climate  (Sep),-1.2
2021/08/26,USD,Continuing Jobless Claims,"2,862K"
2021/08/26,USD,Core PCE Prices  (Q2),6.10%
2021/08/26,USD,GDP (QoQ)  (Q2),6.6%
2021/08/26,USD,GDP Price Index (QoQ)  (Q2),6.2%
2021/08/26,USD,Initial Jobless Claims,353K
2021/08/26,USD,Jackson Hole Symposium,
2021/08/27,USD,7-Year Note Auction,1.155%
2021/08/27,JPY,Tokyo Core CPI (YoY)  (Aug),0.0%
2021/08/27,USD,Core PCE Price Index (YoY)  (Jul),3.6%
2021/08/27,USD,Core PCE Price Index (MoM)  (Jul),0.3%
2021/08/27,USD,Goods Trade Balance  (Jul),-86.38B
2021/08/27,USD,PCE Price index (YoY)  (Jul),4.2
2021/08/27,USD,PCE price index (MoM)  (Jul),0.4%
2021/08/27,USD,Personal Spending (MoM)  (Jul),0.3%
2021/08/27,USD,Retail Inventories Ex Auto  (Jul),0.5%
2021/08/27,USD,Jackson Hole Symposium,
2021/08/27,USD,Fed Chair Powell Speaks,
2021/08/27,USD,Michigan 1-Year Inflation Expectations  (Aug),4.6%
2021/08/27,USD,Michigan 5-Year Inflation Expectations  (Aug),2.90%
2021/08/27,USD,Michigan Consumer Expectations  (Aug),65.1
2021/08/27,USD,Michigan Consumer Sentiment  (Aug),70.3
2021/08/28,USD,U.S. Baker Hughes Oil Rig Count,410
2021/08/28,USD,U.S. Baker Hughes Total Rig Count,508
2021/08/28,GBP,CFTC GBP speculative net positions,-16.7K
2021/08/28,USD,CFTC Crude Oil speculative net positions,374.3K
2021/08/28,USD,CFTC Gold speculative net positions,210.7K
2021/08/28,USD,CFTC Nasdaq 100 speculative net positions,-2.4K
2021/08/28,USD,CFTC S&P 500 speculative net positions,14.9K
2021/08/28,JPY,CFTC JPY speculative net positions,-66.7K
2021/08/28,USD,Jackson Hole Symposium,
2021/08/30,GBP,Investing.com GBP/USD Index,32.0%
2021/08/30,USD,Investing.com Gold Index,56.2%
2021/08/30,JPY,Investing.com USD/JPY Index,54.6%
2021/08/30,EUR,German CPI (YoY)  (Aug),3.9%
2021/08/30,EUR,German CPI (MoM)  (Aug),0.0%
2021/08/30,USD,Pending Home Sales (MoM)  (Jul),-1.8%
2021/08/31,JPY,Industrial Production (MoM)  (Jul),-1.5%
2021/08/31,CNY,Chinese Composite PMI  (Aug),48.9
2021/08/31,CNY,Manufacturing PMI  (Aug),50.1
2021/08/31,CNY,Non-Manufacturing PMI  (Aug),47.5
2021/08/31,EUR,German Unemployment Change  (Aug),-53K
2021/08/31,EUR,German Unemployment Rate  (Aug),5.5%
2021/08/31,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Jun),19.1%
2021/08/31,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Jun),2.0%
2021/08/31,USD,Chicago PMI  (Aug),66.8
2021/08/31,USD,CB Consumer Confidence  (Aug),113.8
2021/08/31,EUR,German Buba Mauderer Speaks,
2021/09/01,USD,API Weekly Crude Oil Stock,-4.045M
2021/09/01,JPY,Capital Spending (YoY)  (Q2),5.3%
2021/09/01,JPY,BOJ Deputy Governor Wakatabe Speaks,
2021/09/01,GBP,Nationwide HPI (YoY)  (Aug),11.0%
2021/09/01,GBP,Nationwide HPI (MoM)  (Aug),2.1%
2021/09/01,EUR,German Retail Sales (MoM)  (Jul),-5.1%
2021/09/01,USD,OPEC Meeting,
2021/09/01,EUR,German Buba President Weidmann Speaks,
2021/09/01,EUR,German Buba Wuermeling Speaks,
2021/09/01,USD,ADP Nonfarm Employment Change  (Aug),374K
2021/09/01,USD,Construction Spending (MoM)  (Jul),0.3%
2021/09/01,USD,ISM Manufacturing Employment  (Aug),49.0
2021/09/01,USD,ISM Manufacturing PMI  (Aug),59.9
2021/09/01,USD,ISM Manufacturing Prices  (Aug),79.4
2021/09/01,USD,Crude Oil Inventories,-7.169M
2021/09/01,USD,Cushing Crude Oil Inventories,0.836M
2021/09/01,USD,FOMC Member Bostic Speaks,
2021/09/02,USD,Fed's Balance Sheet,"8,349.17B"
2021/09/02,JPY,BoJ Board Member Kataoka Speaks,
2021/09/02,JPY,10-Year JGB Auction,0.023%
2021/09/02,USD,Continuing Jobless Claims,"2,748K"
2021/09/02,USD,Exports,212.80B
2021/09/02,USD,Imports,282.90B
2021/09/02,USD,Initial Jobless Claims,340K
2021/09/02,USD,Nonfarm Productivity (QoQ)  (Q2),2.1%
2021/09/02,USD,Trade Balance  (Jul),-70.10B
2021/09/02,USD,Unit Labor Costs (QoQ)  (Q2),1.3%
2021/09/02,USD,Factory Orders (MoM)  (Jul),0.4%
2021/09/03,USD,FOMC Member Bostic Speaks,
2021/09/03,USD,FOMC Member Daly Speaks,
2021/09/03,USD,Average Hourly Earnings (YoY) (YoY)  (Aug),4.3%
2021/09/03,USD,Average Hourly Earnings (MoM)  (Aug),0.6%
2021/09/03,USD,Nonfarm Payrolls  (Aug),235K
2021/09/03,USD,Participation Rate  (Aug),61.7%
2021/09/03,USD,Private Nonfarm Payrolls  (Aug),243K
2021/09/03,USD,U6 Unemployment Rate  (Aug),8.8%
2021/09/03,USD,Unemployment Rate  (Aug),5.2%
2021/09/03,USD,ISM Non-Manufacturing Employment  (Aug),53.7
2021/09/03,USD,ISM Non-Manufacturing PMI  (Aug),61.7
2021/09/03,USD,ISM Non-Manufacturing Prices  (Aug),75.4
2021/09/04,USD,U.S. Baker Hughes Oil Rig Count,394
2021/09/04,USD,U.S. Baker Hughes Total Rig Count,497
2021/09/04,GBP,CFTC GBP speculative net positions,-14.9K
2021/09/04,USD,CFTC Crude Oil speculative net positions,356.5K
2021/09/04,USD,CFTC Gold speculative net positions,216.6K
2021/09/04,USD,CFTC Nasdaq 100 speculative net positions,-2.4K
2021/09/04,USD,CFTC S&P 500 speculative net positions,-28.7K
2021/09/04,JPY,CFTC JPY speculative net positions,-63.1K
2021/09/06,GBP,Investing.com GBP/USD Index,34.8%
2021/09/06,USD,Investing.com Gold Index,55.4%
2021/09/06,JPY,Investing.com USD/JPY Index,56.4%
2021/09/06,EUR,German Factory Orders (MoM)  (Jul),3.4%
2021/09/06,GBP,BoE MPC Member Saunders Speaks,
2021/09/07,GBP,BRC Retail Sales Monitor (YoY)  (Aug),1.5%
2021/09/07,JPY,Household Spending (YoY)  (Jul),0.7%
2021/09/07,JPY,Household Spending (MoM)  (Jul),-0.9%
2021/09/07,CNY,Exports (YoY)  (Aug),25.6%
2021/09/07,CNY,Imports (YoY)  (Aug),33.1%
2021/09/07,CNY,Trade Balance (USD)  (Aug),58.34B
2021/09/07,GBP,Halifax House Price Index (YoY),7.1%
2021/09/07,GBP,Halifax House Price Index (MoM)  (Aug),0.7%
2021/09/07,EUR,German Industrial Production (MoM)  (Jul),1.0%
2021/09/07,GBP,BoE MPC Member Saunders Speaks,
2021/09/07,EUR,German ZEW Current Conditions  (Sep),31.9
2021/09/07,EUR,German ZEW Economic Sentiment  (Sep),26.5
2021/09/08,USD,3-Year Note Auction,0.447%
2021/09/08,JPY,Adjusted Current Account,1.41T
2021/09/08,JPY,Current Account n.s.a.  (Jul),1.911T
2021/09/08,JPY,GDP (QoQ)  (Q2),0.5%
2021/09/08,JPY,GDP (YoY)  (Q2),1.9%
2021/09/08,JPY,GDP Price Index (YoY),-1.1%
2021/09/08,EUR,German 10-Year Bund Auction,-0.380%
2021/09/08,USD,JOLTS Job Openings  (Jul),10.934M
2021/09/08,GBP,BoE MPC Treasury Committee Hearings,
2021/09/08,GBP,Inflation Report Hearings,
2021/09/09,USD,10-Year Note Auction,1.338%
2021/09/09,USD,FOMC Member Williams Speaks,
2021/09/09,USD,Beige Book,
2021/09/09,USD,Consumer Credit  (Jul),17.00B
2021/09/09,USD,API Weekly Crude Oil Stock,-2.882M
2021/09/09,USD,Fed's Balance Sheet,"8,357.31B"
2021/09/09,CNY,CPI (MoM)  (Aug),0.1%
2021/09/09,CNY,CPI (YoY)  (Aug),0.8%
2021/09/09,CNY,PPI (YoY)  (Aug),9.5%
2021/09/09,EUR,German Trade Balance  (Jul),17.9B
2021/09/09,USD,Continuing Jobless Claims,"2,783K"
2021/09/09,USD,Initial Jobless Claims,310K
2021/09/09,USD,Crude Oil Inventories,-1.529M
2021/09/09,USD,Cushing Crude Oil Inventories,1.918M
2021/09/09,USD,FOMC Member Daly Speaks,
2021/09/10,USD,30-Year Bond Auction,1.190%
2021/09/10,USD,FOMC Member Bowman Speaks,
2021/09/10,USD,FOMC Member Williams Speaks,
2021/09/10,GBP,GDP (MoM),0.1%
2021/09/10,GBP,GDP (YoY),7.5%
2021/09/10,GBP,Industrial Production (MoM)  (Jul),1.2%
2021/09/10,GBP,Manufacturing Production (MoM)  (Jul),0.0%
2021/09/10,GBP,Monthly GDP 3M/3M Change,3.6%
2021/09/10,GBP,Trade Balance  (Jul),-12.71B
2021/09/10,GBP,Trade Balance Non-EU  (Jul),-6.99B
2021/09/10,EUR,German CPI (YoY)  (Aug),3.9%
2021/09/10,EUR,German CPI (MoM)  (Aug),0.0%
2021/09/10,EUR,German Buba Vice President Buch Speaks,
2021/09/10,CNY,New Loans  (Aug),"1,220.0B"
2021/09/10,USD,Core PPI (MoM)  (Aug),0.6%
2021/09/10,USD,PPI (MoM)  (Aug),0.7%
2021/09/10,GBP,NIESR Monthly GDP Tracker,2.4%
2021/09/10,USD,WASDE Report,
2021/09/11,USD,U.S. Baker Hughes Oil Rig Count,401
2021/09/11,USD,U.S. Baker Hughes Total Rig Count,503
2021/09/11,GBP,CFTC GBP speculative net positions,-24.5K
2021/09/11,USD,CFTC Crude Oil speculative net positions,349.2K
2021/09/11,USD,CFTC Gold speculative net positions,206.0K
2021/09/11,USD,CFTC Nasdaq 100 speculative net positions,5.0K
2021/09/11,USD,CFTC S&P 500 speculative net positions,-28.4K
2021/09/11,JPY,CFTC JPY speculative net positions,-62.3K
2021/09/13,JPY,BSI Large Manufacturing Conditions  (Q3),7.0
2021/09/13,GBP,Investing.com GBP/USD Index,32.2%
2021/09/13,USD,Investing.com Gold Index,55.7%
2021/09/13,JPY,Investing.com USD/JPY Index,55.8%
2021/09/13,USD,OPEC Monthly Report,
2021/09/14,USD,Federal Budget Balance  (Aug),-171.0B
2021/09/14,JPY,Industrial Production (MoM)  (Jul),-1.5%
2021/09/14,GBP,Average Earnings Index +Bonus  (Jul),8.3%
2021/09/14,GBP,Claimant Count Change  (Aug),-58.6K
2021/09/14,GBP,Employment Change 3M/3M (MoM)  (Jul),183K
2021/09/14,GBP,Unemployment Rate  (Jul),4.6%
2021/09/14,EUR,German Buba Mauderer Speaks,
2021/09/14,EUR,German Buba President Weidmann Speaks,
2021/09/14,USD,IEA Monthly Report,
2021/09/14,EUR,German Buba Balz Speaks,
2021/09/14,USD,Core CPI (YoY)  (Aug),4.0%
2021/09/14,USD,Core CPI (MoM)  (Aug),0.1%
2021/09/14,USD,CPI (YoY)  (Aug),5.3%
2021/09/14,USD,CPI (MoM)  (Aug),0.3%
2021/09/15,USD,API Weekly Crude Oil Stock,-5.437M
2021/09/15,CNY,Fixed Asset Investment (YoY)  (Aug),8.9%
2021/09/15,CNY,Industrial Production (YoY)  (Aug),5.3%
2021/09/15,CNY,Chinese Industrial Production YTD  (YoY)  (Aug),13.1%
2021/09/15,CNY,Chinese Unemployment Rate,5.1%
2021/09/15,CNY,NBS Press Conference,
2021/09/15,JPY,Tertiary Industry Activity Index (MoM),-0.6%
2021/09/15,GBP,CPI (MoM)  (Aug),0.7%
2021/09/15,GBP,CPI (YoY)  (Aug),3.2%
2021/09/15,GBP,CPIH (YoY),3.0%
2021/09/15,GBP,PPI Input (MoM)  (Aug),0.4%
2021/09/15,USD,Export Price Index (MoM)  (Aug),0.4%
2021/09/15,USD,Import Price Index (MoM)  (Aug),-0.3%
2021/09/15,USD,NY Empire State Manufacturing Index  (Sep),34.30
2021/09/15,USD,Industrial Production (MoM)  (Aug),0.4%
2021/09/15,USD,Industrial Production (YoY)  (Aug),5.95%
2021/09/15,USD,Crude Oil Inventories,-6.422M
2021/09/15,USD,Cushing Crude Oil Inventories,-1.103M
2021/09/15,EUR,German Buba Balz Speaks,
2021/09/16,USD,Fed's Balance Sheet,"8,448.77B"
2021/09/16,JPY,Adjusted Trade Balance,-0.27T
2021/09/16,JPY,Exports (YoY)  (Aug),26.2%
2021/09/16,JPY,Trade Balance  (Aug),-635.4B
2021/09/16,USD,Continuing Jobless Claims,"2,665K"
2021/09/16,USD,Core Retail Sales (MoM)  (Aug),1.8%
2021/09/16,USD,Initial Jobless Claims,332K
2021/09/16,USD,Philadelphia Fed Manufacturing Index  (Sep),30.7
2021/09/16,USD,Philly Fed Employment  (Sep),26.3
2021/09/16,USD,Retail Control (MoM)  (Aug),2.5%
2021/09/16,USD,Retail Sales (MoM)  (Aug),0.7%
2021/09/16,USD,Business Inventories (MoM)  (Jul),0.5%
2021/09/16,USD,Retail Inventories Ex Auto  (Jul),0.5%
2021/09/17,USD,TIC Net Long-Term Transactions  (Jul),2.0B
2021/09/17,GBP,Core Retail Sales (YoY)  (Aug),-0.9%
2021/09/17,GBP,Core Retail Sales (MoM)  (Aug),-1.2%
2021/09/17,GBP,Retail Sales (YoY)  (Aug),0.0%
2021/09/17,GBP,Retail Sales (MoM)  (Aug),-0.9%
2021/09/17,EUR,German Buba Mauderer Speaks,
2021/09/17,USD,Michigan 1-Year Inflation Expectations  (Sep),4.7%
2021/09/17,USD,Michigan 5-Year Inflation Expectations  (Sep),2.90%
2021/09/17,USD,Michigan Consumer Expectations  (Sep),67.1
2021/09/17,USD,Michigan Consumer Sentiment  (Sep),71.0
2021/09/18,USD,U.S. Baker Hughes Oil Rig Count,411
2021/09/18,USD,U.S. Baker Hughes Total Rig Count,512
2021/09/18,GBP,CFTC GBP speculative net positions,4.8K
2021/09/18,USD,CFTC Crude Oil speculative net positions,355.1K
2021/09/18,USD,CFTC Gold speculative net positions,207.8K
2021/09/18,USD,CFTC Nasdaq 100 speculative net positions,9.6K
2021/09/18,USD,CFTC S&P 500 speculative net positions,-35.8K
2021/09/18,JPY,CFTC JPY speculative net positions,-60.3K
2021/09/20,GBP,Investing.com GBP/USD Index,51.6%
2021/09/20,USD,Investing.com Gold Index,59.5%
2021/09/20,JPY,Investing.com USD/JPY Index,53.4%
2021/09/20,EUR,German PPI (MoM)  (Aug),1.5%
2021/09/21,USD,Building Permits  (Aug),1.728M
2021/09/21,USD,Current Account  (Q2),-190.3B
2021/09/21,USD,Housing Starts (MoM)  (Aug),3.9%
2021/09/21,USD,Housing Starts  (Aug),1.615M
2021/09/22,USD,20-Year Bond Auction,1.795%
2021/09/22,USD,API Weekly Crude Oil Stock,-6.108M
2021/09/22,CNY,PBoC Loan Prime Rate,3.85%
2021/09/22,JPY,BoJ Monetary Policy Statement,
2021/09/22,JPY,BoJ Interest Rate Decision,-0.10%
2021/09/22,JPY,BoJ Press Conference,
2021/09/22,EUR,German Buba Wuermeling Speaks,
2021/09/22,USD,Existing Home Sales  (Aug),5.88M
2021/09/22,USD,Existing Home Sales (MoM)  (Aug),-2.0%
2021/09/22,EUR,German Buba Mauderer Speaks,
2021/09/22,USD,Crude Oil Inventories,-3.481M
2021/09/22,USD,Cushing Crude Oil Inventories,-1.476M
2021/09/22,GBP,BoE Deputy Governor Woods Speaks,
2021/09/23,USD,Interest Rate Projection - 1st Yr  (Q3),0.30
2021/09/23,USD,Interest Rate Projection - 2nd Yr  (Q3),1.0
2021/09/23,USD,Interest Rate Projection - 3rd Yr  (Q3),1.8
2021/09/23,USD,Interest Rate Projection - Current  (Q3),0.1
2021/09/23,USD,Interest Rate Projection - Longer  (Q3),2.5
2021/09/23,USD,FOMC Economic Projections,
2021/09/23,USD,FOMC Statement,
2021/09/23,USD,Fed Interest Rate Decision,0.25%
2021/09/23,USD,FOMC Press Conference,
2021/09/23,USD,Fed's Balance Sheet,"8,489.82B"
2021/09/23,GBP,BoE MPC vote cut  (Sep),0
2021/09/23,GBP,BoE MPC vote hike  (Sep),0
2021/09/23,GBP,BoE MPC vote unchanged  (Sep),9
2021/09/23,GBP,BoE QE Total  (Sep),875B
2021/09/23,GBP,BoE Interest Rate Decision  (Sep),0.10%
2021/09/23,GBP,BoE MPC Meeting Minutes,
2021/09/23,EUR,German Buba Wuermeling Speaks,
2021/09/23,USD,Continuing Jobless Claims,"2,845K"
2021/09/23,USD,Initial Jobless Claims,351K
2021/09/23,EUR,German Buba Wuermeling Speaks,
2021/09/23,USD,US Leading Index (MoM)  (Aug),0.9%
2021/09/24,USD,10-Year TIPS Auction,-0.939%
2021/09/24,JPY,National Core CPI (YoY)  (Aug),0.0%
2021/09/24,JPY,National CPI (MoM),-0.2%
2021/09/24,EUR,German Business Expectations  (Sep),97.3
2021/09/24,EUR,German Current Assessment  (Sep),100.4
2021/09/24,EUR,German Ifo Business Climate Index  (Sep),98.8
2021/09/24,GBP,MPC Member Tenreyro Speaks,
2021/09/24,USD,Fed Chair Powell Speaks,
2021/09/24,USD,FOMC Member Bowman Speaks,
2021/09/24,USD,FOMC Member Clarida Speaks,
2021/09/24,USD,New Home Sales (MoM)  (Aug),1.5%
2021/09/24,USD,New Home Sales  (Aug),740K
2021/09/25,USD,U.S. Baker Hughes Oil Rig Count,421
2021/09/25,USD,U.S. Baker Hughes Total Rig Count,521
2021/09/25,GBP,CFTC GBP speculative net positions,-0.2K
2021/09/25,USD,CFTC Crude Oil speculative net positions,356.0K
2021/09/25,USD,CFTC Gold speculative net positions,187.6K
2021/09/25,USD,CFTC Nasdaq 100 speculative net positions,9.4K
2021/09/25,USD,CFTC S&P 500 speculative net positions,49.8K
2021/09/25,JPY,CFTC JPY speculative net positions,-56.1K
2021/09/25,USD,FOMC Member Williams Speaks,
2021/09/26,EUR,German Buba Mauderer Speaks,
2021/09/27,GBP,Investing.com GBP/USD Index,42.9%
2021/09/27,USD,Investing.com Gold Index,53.7%
2021/09/27,JPY,Investing.com USD/JPY Index,42.6%
2021/09/27,JPY,BoJ Governor Kuroda Speaks,
2021/09/27,EUR,German Buba Beermann Speaks,
2021/09/27,USD,Core Durable Goods Orders (MoM)  (Aug),0.2%
2021/09/27,USD,Durable Goods Orders (MoM)  (Aug),1.8%
2021/09/27,USD,FOMC Member Williams Speaks,
2021/09/27,GBP,BoE Gov Bailey Speaks,
2021/09/27,USD,2-Year Note Auction,0.310%
2021/09/27,USD,FOMC Member Williams Speaks,
2021/09/27,USD,FOMC Member Brainard Speaks,
2021/09/28,USD,5-Year Note Auction,0.990%
2021/09/28,JPY,Monetary Policy Meeting Minutes,
2021/09/28,JPY,BoJ Core CPI (YoY),0.3%
2021/09/28,EUR,GfK German Consumer Climate  (Oct),0.3
2021/09/28,EUR,German Buba Vice President Buch Speaks,
2021/09/28,USD,Goods Trade Balance  (Aug),-87.60B
2021/09/28,USD,Retail Inventories Ex Auto  (Aug),0.6%
2021/09/28,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Jul),1.5%
2021/09/28,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Jul),19.9%
2021/09/28,USD,CB Consumer Confidence  (Sep),109.3
2021/09/28,USD,Fed Chair Powell Testifies,
2021/09/29,USD,7-Year Note Auction,1.332%
2021/09/29,USD,FOMC Member Bowman Speaks,
2021/09/29,USD,FOMC Member Bostic Speaks,
2021/09/29,USD,API Weekly Crude Oil Stock,4.127M
2021/09/29,EUR,German 10-Year Bund Auction,-0.220%
2021/09/29,USD,FOMC Member Harker Speaks,
2021/09/29,USD,Pending Home Sales (MoM)  (Aug),8.1%
2021/09/29,EUR,German Buba Mauderer Speaks,
2021/09/29,USD,Crude Oil Inventories,4.578M
2021/09/29,USD,Cushing Crude Oil Inventories,0.131M
2021/09/29,GBP,BoE Gov Bailey Speaks,
2021/09/29,USD,Fed Chair Powell Speaks,
2021/09/29,JPY,BoJ Governor Kuroda Speaks,
2021/09/30,USD,FOMC Member Bostic Speaks,
2021/09/30,USD,Fed's Balance Sheet,"8,447.98B"
2021/09/30,USD,FOMC Member Williams Speaks,
2021/09/30,JPY,Industrial Production (MoM)  (Aug),-3.2%
2021/09/30,CNY,Chinese Composite PMI  (Sep),51.7
2021/09/30,CNY,Manufacturing PMI  (Sep),49.6
2021/09/30,CNY,Non-Manufacturing PMI  (Sep),53.2
2021/09/30,GBP,Business Investment (QoQ)  (Q2),4.5%
2021/09/30,GBP,Current Account  (Q2),-8.6B
2021/09/30,GBP,GDP (QoQ)  (Q2),5.5%
2021/09/30,GBP,GDP (YoY)  (Q2),23.6%
2021/09/30,GBP,Nationwide HPI (MoM)  (Sep),0.1%
2021/09/30,GBP,Nationwide HPI (YoY)  (Sep),10.0%
2021/09/30,JPY,BoJ Governor Kuroda Speaks,
2021/09/30,EUR,German Unemployment Change  (Sep),-30K
2021/09/30,EUR,German Unemployment Rate  (Sep),5.5%
2021/09/30,EUR,German Buba Mauderer Speaks,
2021/09/30,EUR,German CPI (MoM)  (Sep),0.0%
2021/09/30,EUR,German CPI (YoY)  (Sep),4.1%
2021/09/30,USD,Continuing Jobless Claims,"2,802K"
2021/09/30,USD,Core PCE Prices  (Q2),6.10%
2021/09/30,USD,GDP (QoQ)  (Q2),6.7%
2021/09/30,USD,GDP Price Index (QoQ)  (Q2),6.2%
2021/09/30,USD,Initial Jobless Claims,362K
