Judul,Berita,Kategori
Piala Dunia U17 2023 Momentum Bangun Fondasi Kuat Timnas Indonesia,"Piala Dunia U17 2023 Momentum Bangun Fondasi Kuat Timnas Indonesia
Tim Redaksi

KOMPAS.com – Menteri Pemuda dan Olahraga (Menpora) Dito Ariotedjo menyebut ajang Piala Dunia U17 2023 membuat fondasi timnas Indonesia semakin kuat.
Timnas U17 Indonesia tak bisa melanjutkan perjuangan di Piala Dunia U17 2023 seusai terhenti di babak fase grup.
Selama mentas di fase grup Piala Dunia U17 2023, timnas U17 Indonesia meraih dua poin setelah mengemas dua hasil imbang dan satu kekalahan dari tiga pertandingan.
Meski begitu, Dito Ariotedjo melihat dampak positif yang diperoleh timnas U17 Indonesia dari Piala Dunia U17 2023. 
Baca juga: Jadwal Perebutan Peringkat 3 Piala Dunia U17 Argentina Vs Mali, Malam Ini
“Para pemain meraakan atmosfer yang bagus di Piala Dunia U17 2023,” kata Dito Ariotedjo, dikutip dari Antara News.
“Ini tentu menjadi fondasi yang kuat ke depan. Mereka mendapatkan pengalaman luar biasa dan berhadapan dengan tim kuat,” lanjut dia.
Menurut Dito Ariotedjo, timnas U17 Indonesia sudah mengalami kemajuan meski gugur di babak penyisihan Grup A Piala Dunia U17 2023.
Dito Ariotedjo menjelaskan, kemajuan timnas U17 Indonesia tak lepas dari keputusan PSSI mendatangkan Frank Wormuth.
Baca juga: Pelatih Argentina Enggan Bandingkan Top Skor Piala Dunia U17 2023 dengan Sergio Aguero
“Timnas Indonesia saya rasa terus berprogres dengan baik,” ungkap pria berumur 32 tahun tersebut.
“Ini juga terlihat dari upaya PSSI yang mendatangkan konsultaan pelatih dari Jerman (Frank Wormuth) untuk Piala Dunia U17 ini,” lanjut dia.
















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Syed Modi International 2023: Sempat Tertinggal 12-20, Alwi Ungkap Kunci Kemenangan","Syed Modi International 2023: Sempat Tertinggal 12-20, Alwi Ungkap Kunci Kemenangan
Tim Redaksi

KOMPAS.com - Tunggal putra Indonesia, Alwi Farhan, melaju ke perempat final turnamen bulu tangkis Syed Modi India International 2023. 
Alwi mengalahkan Justin Hoh (Malaysia) 21-11, 23-21 dalam laga babak 16 besar di BBD U.P. Badminton Academy, Kamis (30/11/2023). 
Melihat hasil pertandingan, Alwi memang sangat mendominasi gim pertama sehingga bisa menang telak atas Justin Hoh. 
Namun, Alwi mengakui bahwa Justin mengubah pola permainan pada gim kedua yang membuatnya sulit mencari kelemahan sang lawan. 
Baca juga: Rekap Syed Modi International 2023, Alwi dan Dejan/Gloria ke Perempat Final
""Bisa dibilang saya pada gim pertama memegang kendali permainan. Sejak awal saya mempersiapkan pola permainan dan kenyataannya bisa berjalan lancar,"" ucap Alwi. 
""Pada gim kedua, lawan mengubah pola permainan sehingga saya bingung mencari kelemahannya,"" ungkap Alwi dalam keterangan tertulis PBSI yang diterima Kompas.com. 
Alwi selalu tertinggal pada gim pertama. Bahkan, perolehan poinnya sempat tertahan di angka 12 hingga Justin mencapai game point 20-12. 
Namun, Alwi bangkit dengan meraih delapan angka beruntun untuk menyamakan skor hingga akhirnya memastikan kemenangan 23-21. 
Baca juga: Alwi Farhan Juara Dunia Junior 2023, Ukir Sejarah di Amerika Serikat
Alwi mengatakan, ia melepas tekanan dalam dirinya saat tertinggal 12-20 sehingga bisa bermain lebih tenang. 
Situasi itu justru membantu Alwi kembali menerapkan pola permainannya. 















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
Arya Sinulingga Laporkan Nazaruddin Dek Gama karena Dugaan Fitnah yang Diterima,"Arya Sinulingga Laporkan Nazaruddin Dek Gama karena Dugaan Fitnah yang Diterima
Tim Redaksi

KOMPAS.com - Anggota Exco PSSI, Arya Sinulingga, melaporkan Presiden Persijara Banda Aceh, Nazaruddin Dek Gam, ke Polisi.
Pria yang menjabat sebagai Presiden Sada United tersebut melaporkan Nazaruddin karena dugaan fitnah yang dilontarkan Presiden Persiraja tersebut saat menundingnya melakukan penghinaan kepada etnis Aceh.
Fitnah tersebut dinilai Arya bisa berpotensi memecah belah masyarakat.
Arya melaporkan Nazaruddin ke Kepolisian Daerah (Polda) Sumatera Utara (Sumut) yang diwakili tim penasehat hukumnya yang tergabung dalam Tommy Sinulingga & Associates, Rabu (29/11/2023).
Arya Sinulingga telah membuat Laporan Polisi ke SPKT Polda Sumatera Utara sesuai dengan Surat Tanda Penerimaan Laporan Nomor: STTLP/B/1434/XI/2023/SPKT/POLDA SUMATERA UTARA tanggal 29 November 2023 dengan dugaan Penyebaran berita bohong dan SARA sebagaimana dimaksudkan dalam pasal 14 ayat (2) Jo Pasal 28 ayat (2) UU ITE, Rabu (29/11/2023). 
Baca juga: Jadi Komisaris di Telkom, Arya Sinulingga Lepas Jabatan di Inalum
""Kami telah melaporkan dugaan penyebaraan berita bohong dan SARA sebagaimana dimaksudkan dalam pasal 14 ayat (2) Jo Pasal 28 ayat (2) UU ITE ke mapolda Sumut, Rabu (29/11/2023) kemarin itu berdasarkan adanya Pemberitaan di Media dikarenakan  tuduhan terhadap klien saya Ir. Arya Mahendra Sinulingga ada menghina suku Aceh,"" ungkap Tommy Sinullingga salah satu tim kuasa hukum Arya Sinulingga.
""Bahwa keterangan yang disampaikan oleh saudara Nazaruddin Dek Gam dalam Laporan Polisi tersebut juga disebutkan dalam berita harian media cetak dan elektronik yaitu antara lain Detiksumut, Era.id, tribunmedan, cnnindonesia, inews, kliksumut, kumparan.com, dan masih banyak lagi,"" ujar Tommy Sinulingga kepada wartawan, Kamis (30/11/2023).
Tommy menuturkan Nazaruddin telah menyebarkan narasi di sejumlah media dan akun media sosialnya yakni, instagram @nazaruddin_dekgam.
Penyebaran ini disinyalir bisa berdampak buruk bagi Arya. 
""Ini menggiring opini seolah-olah dengan menggunakan bahasa daerah dalam narasinya memang melakukan penghinaan dan tuduhan tersebut,"" ungkap Tommy. 
Baca juga: Arya Sinulingga: Vaksinasi Gotong Royong untuk Percepat RI Keluar dari Pandemi Covid-19















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Target Timnas Indonesia: Tembus 100 Besar Ranking FIFA, Lolos Piala Dunia","Target Timnas Indonesia: Tembus 100 Besar Ranking FIFA, Lolos Piala Dunia
Tim Redaksi

KOMPAS.com - Ketua Umum PSSI, Erick Thohir, mengungkapkan target jangka pendek timnas Indonesia yaitu tembus peringkat 100 besar ranking FIFA. 
Timnas Indonesia saat ini berada di urutan ke-145 ranking FIFA per 26 Oktober 2023 dengan perolehan 1.069,82 poin. 
""Dalam jangka pendek, target kami adalah masuk peringkat 100 besar dunia,"" kata Erick Thohir, dilansir dari laman resmi FIFA. 
Selain itu, Erick Thohir juga mengungkapkan target jangka panjang timnas Indonesia untuk lolos ke Piala Dunia sebagai peserta. 
Baca juga: Jerman Vs Perancis di Final Piala Dunia U17, Erick Thohir Yakin Laga Final Akan Menjadi Tontonan Berkelas
Pria yang juga Menteri BUMN itu mengatakan, target-target tersebut bisa dicapai jika konsisten membangun timnas Indonesia sejak usia muda. 
""Jika kami terus membangun tim nasional dari usia muda, target jangka panjang kami adalah agar Indonesia dapat lolos ke Piala Dunia bukan sebagai tuan rumah, tetapi peserta,"" ucap dia.
Kesempatan menjadi tuan rumah Piala Dunia U17 2023 diakui Erick Thohir menjadi langkah tepat untuk membangun pembinaan pemain usia muda. 
""Piala Dunia U17 telah memberikan dampak yang besar dan merupakang langkah yang baik bagi Indonesia,"" ujarnya. 
Baca juga: Erick Thohir Janjikan Program Jangka Panjang untuk Timnas U17 Indonesia 
""Untuk membangun tim nasional, kami harus mengembangkan sistem pembinaan usia muda dan turnamen ini telah membuka mata masyarakat kami,"" ungkap Erick Thohir. 
""Menunjukkan kualitas negara-negara lain dibandingkan dengan Indonesia. Kami harus sangat serius dalam membangun fundamental sepak bola sejak dini,"" katanya. 















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Hasil Bali United Vs Stallion Laguna 5-2, Serdadu Tridatu Pesta Gol","Hasil Bali United Vs Stallion Laguna 5-2, Serdadu Tridatu Pesta Gol
Tim Redaksi

KOMPAS.com - Bali United mengalahkan tim asal Filipina, Stallion Laguna FC, pada matchday kelima Grup G AFC Cup 2023-2024. 
Laga Bali United vs Stallion Laguna yang berlangsung di Stadion Kapten I Wayan Dipta, Rabu (29/11/2023) malam WIB, tuntas dengan skor 5-2. 
Gol-gol kemenangan Serdadu Tridatu, julukan Bali United, dicetak oleh I Made Andhika Wijaya (23'), Mohammed Rashid (33'), Elias Dolah (51'), Eber Bessa (65'), dan Jefferson Assis (86'). 
Sementara itu, sepasang gol balasan Stallion Laguna tercipta berkat Jayvee Solon Kallukaran (69') dan Griffin McDaniel (77'). 
Baca juga: Bali United Waspada Stallion Laguna 
Kemenangan ini membuat Bali United menempati peringkat ketiga Grup G AFC Cup 2023-2024 dengan 7 poin, di bawah Central Coast Mariners (10) dan Terengganu FC (9). 
Bali United selanjutnya akan melawan Terengganu FC pada laga terakhir di Stadion Sultan Mizan Zainal Abidin, 13 Desember 2023. 
I Made Andhika Wijaya membuka keunggulan Bali United pada menit ke-23 lewat tendangannya usai memanfaatkan servis Eber Bessa. 
Sepuluh menit kemudian, giliran Mohammed Rashid yang mencatatkan namanya di papan skor dan membawa Bali United unggul 2-0. 
Baca juga: Bali United Naik ke Posisi Dua, Efek Positif Jeda Liga 1
Pemain asal Palestina itu melepaskan tendangan voli yang gagal diantisipasi kiper Stallion Laguna, Hayeson Pepito. 
Skuad asuhan Stefano Cugurra itu menambah gol pada babak kedua tepatnya menit ke-51 berkat aksi Elias Dolah. 















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Jadwal Liga Champions Dini Hari Ini: Real Madrid Vs Napoli, Galatasaray Vs MU","Jadwal Liga Champions Dini Hari Ini: Real Madrid Vs Napoli, Galatasaray Vs MU
Tim Redaksi

KOMPAS.com - Liga Champions 2023-2024 akan kembali bergulir pada Kamis (30/11/2023) dini hari WIB. Sejumlah klub akan kembali bertanding di kasta turnamen tertinggi benua biru.
Laga-laga dini hari nanti antara lain mempertemukan Real Madrid vs Napoli dan Galatasaray vs Manchester United.
Di Grup C, Real Madrid akan menghadapi Napoli di Stadion Santiago Bernabeu. 
Baca juga: AC Milan Vs Dortmund, Titik Balik Rossoneri di Fase Grup Liga Champions
Menyambut laga ini, El Real dihadapi sejumlah tantangan. Salah satunya adalah badai cedera yang menimpa pemain-pemain seperti Eduardo Camavinga, Vinicius Junior, dan Eder Militao tidak bisa memperkuat pertandingan mendatang.
Menghadapi tantangan tersebut, pelatih Real Madrid, Carlo Ancelotti, menyebut akan lebih fokus terhadap pertandingan dibandingkan memikirkan pemain yang cedera.
""Kami memiliki banyak pemain yang mengalami cedera untuk pertandingan ini, namun lebih penting untuk memikirkan apa yang kami miliki daripada yang tidak tersedia.""
""Jika mampu berada di level baik dengan masalah-masalah tersebut, berarti skuad kami memiliki kualitas sangat tinggi,"" ujar Don Carlo dikutip dari situs UEFA Champions League.
Baca juga: Jadwal Liga Champions: Milan Vs Dortmund, PSG Waspada Ancaman Newcastle
Meski sudah dipastikan lolos ke babak 16 besar, pelatih berkebangsaan Italia tersebut tetap mengincar posisi tertinggi di grup mereka.
""Pertandingan besok sangat penting. Ini memberi kami kesempatan untuk memastikan posisi teratas di babak penyisihan grup. Kami ingin bermain di level terbaik yang kami bisa.""
Bergeser ke Grup A Liga Champions, Manchester United akan bertandang ke markas Galatasaray di Istanbul, Turkiye.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
BERITA FOTO - Argentina vs Jerman Laga Paling Seru Sepanjang Piala Dunia U17 2023,"BERITA FOTO - Argentina vs Jerman Laga Paling Seru Sepanjang Piala Dunia U17 2023
Tim Redaksi
KOMPAS.com - Laga semifinal antara Timnas Argentina vs Jerman layak dinobatkan sebagai laga paling seru dan dramatis sepanjang babak Piala Dunia U17 2023 Indonesia yang berlangsung di Stadion Manahan Solo, Selasa (28/11/2023) sore.
Kedua tim menyuguhkan level permainan tinggi dengan jual beli serangan di sepanjang pertandingan.
KOMPAS.com/Suci Rahayu Suasana pertandingan Argentina vs Jerman pada semifinal Piala Dunia U17 2023 yang digelar di Stadion Manahan, Solo, pada Selasa (28/11/2023) sore WIB.
Sama-sama bermain terbuka dengan tempo permainan cepat. Menit-menit awal dikuasai Timnas Argentina U17 yang mengambil inisiatif untuk melakukan tekanan lewat penguasan bola. Sayangnya dua peluang yang diciptakan Claudio Echeverri dan Valentino Acuna belum cukup baik.
Timnas Jerman U17 yang tampil tertekan justru mencetak gol terlebih dulu lewat aksi Paris Brunner pada menit ke-9.
Tertinggal 1 gol membuat Argentina semakin meningkatkan agresifitas. Hingga menit ke-25 timnas berjuluk La Albiceleste unggul penguasaan bola hingga 61 persen dengan total lima kali melepaskan tendangan.
KOMPAS.com/Suci Rahayu Suasana pertandingan Argentina vs Jerman pada semifinal Piala Dunia U17 2023 yang digelar di Stadion Manahan, Solo, pada Selasa (28/11/2023) sore WIB.
Sorak sorai di Stadion Manahan menjadi bumbu yang membuat serangan demi serangan Argentina menjadi lebih semarak.
Kerja keras membuahkan hasil, Agustin Ruberto sukses menyamakan kedudukan pada menit ke-36.
KOMPAS.com/Suci Rahayu Pemain Timnas Argentina Agustin Ruberto selebrasi seusai menjebol gawang Jerman saat laga semifinal Piala Dunia U17 2023 Indonesia yang berlangsung di Stadion Monahan Solo, Selasa (28/11/2023) sore.
Baca juga: Hasil Semifinal Piala Dunia U17 2023: Jerman Vs Perancis di Final, Argentina-Mali Berebut Peringkat Tiga
Mendapatkan momentum, tim besutan Diego Placente membalikan keadaan menjadi 2-1 tepat sebelum turun minum pada menit 45+2 lewat brace Agustin Ruberto.
Usai turun minum Jerman nampak mengubah skema bermain. Mereka bermain lebih rapat, namun Argentina masih lebih dominan dalam menekan.
KOMPAS.com/Suci Rahayu Suasana pertandingan Argentina vs Jerman pada semifinal Piala Dunia U17 2023 yang digelar di Stadion Manahan, Solo, pada Selasa (28/11/2023) sore WIB.
Petaka Argentina terjadi pada menit 58’. Kiper Florentin melakukan blunder salah mengirim umpan. Bola kemudian disambar oleh Paris Brunner dan berhasil dikonversi menjadi gol.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
Bali United Waspada Stallion Laguna ,"Bali United Waspada Stallion Laguna 
Penulis

KOMPAS.com - Bali United akan kembali berlaga di Grup G AFC Cup 2023/24 dengan menghadapi wakil Filipina, Stallion Laguna FC.
Laga Bali United vs Stallion Laguna FC akan digelar di Stadion Kapten I Wayan Dipta, Gianyar, Rabu (29/11/2023).
Ini akan menjadi pertemuan kedua tim setelah pada perjumpaan pertama, Serdadu Tridatu sukses mencuri poin di markas lawan.
Saat itu, Bali United sukses menang 2-5 atas tuan rumah Stallion Laguna FC di Filipina.
Selain tantangan rumput sintetis dan cuaca yang panas, perjuangan memulai kompetisi Asia tersebut ditutup dengan hasil manis.
Jelang pertemuan kedua di fase grup G AFC Cup 2023/24 ini pun, sang pelatih Bali United, Stefano Cugurra menyebutkan bila skuad asuhannya tidak ingin fokus pada hasil kali lalu.
Baca juga: Bali United Naik ke Posisi Dua, Efek Positif Jeda Liga 1
Sebab, klub yang bermarkas di Binan, Filipina tersebut sudah berbenah menjadi tim yang patut diperhitungkan.
“Kami punya persiapan yang bagus saat itu dalam mempersiapkan tim bermain di rumput sintetis. Kami sukses bisa menang 2-5 di kandang mereka. Tapi kami tahu Stallion Laguna juga sudah berbenah dan kami harus antisipasi itu. Kami harus tetap fokus dan punya konsentrasi bagus di pertandingan agar bisa tetap meraih hasil positif atas mereka,” jelas Coach Teco.
Bali United saat ini menghuni peringkat ke-3 di papan klasemen setelah mengoleksi 4 poin dari satu kemenangan, satu hasil imbang dan dua kekalahan.
Sementara Stallion Laguna FC hanya memiliki satu hasil imbang dari tiga laga lain tanpa kemenangan.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Persib Resmi Lepas Frets Butuan, Sibuk pada Deadline Transfer","Persib Resmi Lepas Frets Butuan, Sibuk pada Deadline Transfer
Tim Redaksi

KOMPAS.com - Persib sibuk pada hari deadline transfer pada Selasa (28/11/2023). Maung Bandung menggaet Kevin Ray Mendoza dan Stefano Beltrame, lalu melepas beberapa pemain. 
Salah satu pemain yang dilepas Persib adalah Frets Butuan. Frets harus meninggalkan Persib karena tugas barunya sebagai anggota TNI.
Persib harus melepas Frets yang mengundurkan diri lantaran mesti menjalankan tugas barunya di Kodam XVI/Pattimura. 
Atas alasan tersebut, Persib dan Frets mengakhiri kerja sama pada pertengahan musim Liga 1 2023-2024. 
Baca juga: Persib Resmikan Stefano Beltrame, Eks Juventus, Pernah Bela Italia
Padahal, kontrak Frets di Persib masih panjang hingga Mei 2026. Ia baru memperbarui kontraknya pada awal Mei 2023 ini. 
Bos Persib, Teddy Tjahjono, menjelaskan situasinya. Ia menyebut pemain bernomor punggung 21 itu harus dipindah tugaskan ke Kodam XVI/Pattimura, sejak pertengahan November 2023. 
Jika dilihat, Frets memang sudah tidak bergabung dalam sesi latihan Persib dalam beberapa waktu terakhir.
Ia juga tak terlibat dalam laga pekan ke-20 Liga 1 2023-2024 Dewa United vs Persib, Minggu (26/11/2023) kemarin. 
""Karena pemindahtugasan tersebut, Frets mengajukan permohonan mengundurkan diri dari Persib. Karena masih ingin melanjutkan karier sepak bolanya, Frets mencari klub di tempat dia bertugas,"" ucap Teddy.
Baca juga: Persib Datangkan Kiper Timnas Filipina Kevin Ray Mendoza
KOMPAS.com/Adil Nursalam Frets Butuan (pemain Persib) berduel dengan Hokky Caraka dalam pertandingan pekan ke-17 Liga 1 2023-2024 antara Persib Bandung vs PSS Sleman, Sabtu (28/10/2023) di Stadion Gelora Bandung Lautan Api (GBLA).
Kabar yang berembus, Frets disebut akan bergabung dengan salah satu klub Liga 2, Malut United FC yang diarsiteki pelatih Imran Nahumarury. 















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
Prediksi Skor dan Susunan Pemain Milan Vs Dortmund di Liga Champions,"Prediksi Skor dan Susunan Pemain Milan Vs Dortmund di Liga Champions
Tim Redaksi

KOMPAS.com – AC Milan akan melakoni duel melawan Borussia Dortmund dalam matchday kelima fase Grup F Liga Champions 2023-2024.
Laga Milan vs Dortmund dalam jadwal Liga Champions berlangsung di Stadion San Siro pada Kamis (29/11/2023) mulai pukul 03.00 WIB.
Adapun informasi mengenai prediksi Milan vs Dortmund di Liga Champions akan tersemat pada akhir artikel ini.
Kapten Milan, Davide Calabria, mengungkapkan Milan telah berbenah dengan mempelajari melalui analisis video.
Baca juga: Jadwal Liga Champions: Milan Vs Dortmund, PSG Waspada Ancaman Newcastle
""Melalui analisis video dan bekerja keras di lapangan, kami berusaha memperbaiki aspek tertentu yang seharusnya bisa kami lakukan lebih baik,"" kata Calabria, dikutip dari laman resmi Milan.
""Kami bermain di level tinggi dan memahami kesalahan bakal membantu kami berkembang,"" tambah Calabria.
Di samping itu, pelatih Milan, Stefano Pioli, menegaskan, dirinya 100 persen percaya kepada kemampuan anak-anak asuhnya.
Pioli pun menginginkan agar Olivier Giroud dkk mampu memberikan yang terbaik saat menjalani pertandingan melawan Dortmund.
""Saya ingin melihat tim yang benar-benar mengerahkan segala kemampuan di lapangan,"" ujar Stefano Pioli.
Baca juga: AC Milan Mainkan Francesco Camarda, Debut Bersejarah Striker 15 Tahun
""Saya sangat percaya diri dengan para pemain saya dan saya yakin mereka tidak akan mengecewakan saya,"" ucap dia.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
Ini Harga Tiket Indonesia Masters 2024,"Ini Harga Tiket Indonesia Masters 2024
Penulis

KOMPAS.com - Turnamen bulutangkis Indonesia Masters 2024 bakal bergulir pada 23-28 Januari 2024 di Istora Senayan, Jakarta.
Panitia pelaksana akan mulai menjual tiket per hari Selasa (28/7) besok, mulai pukul 13.00 WIB di website www.pbsi.id.
Kurang lebih 6000-an tiket siap dilepas setiap harinya dengan dua kelas berbeda, VIP dan regular.
Periode pembelian juga dibagi ke dalam dua tahap yaitu pre-sale dan normal.
""Besok (28/11), kami akan memulai penjualan tiket Daihatsu Indonesia Masters 2024 secara online. Sekira mulai pukul 13.00 WIB di webiste PBSI,"" ujar Ketua Panitia Pelaksana, Armand Darmadji.
""Seperti tahun ini, tiket dibagi dua kategori yaitu VIP dan regular. Juga ada harga khusus pre-sale dan harga normal,"" tambah Armand.
Baca juga: Kata Dewa United soal Kericuhan di Laga Melawan Persib
Armand menjelaskan ada penyesuaian harga tiket di Daihatsu Indonesia Masters 2024 kelas VIP tapi besarannya tidak signifikan, bahkan harga tiket kategori regular sama dengan Daihatsu Indonesia Masters 2023.
Ini merupakan usaha panitia untuk terus memanjakan pencinta bulutangkis Indonesia dalam mendukung langsung pebulutangkis-pebulutangkis idola di Istora.
""Memang ada penyesuaian harga tiket Indonesia Masters 2024 di kelas VIP tapi jumlahnya tidak terlalu besar dan signifikan. Sementara, harga tiket kelas regular tidak berbeda dengan tahun ini,"" kata Armand.
""Semoga ini makin menaikkan antusiasme pencinta bulutangkis Indonesia untuk hadir langsung di Istora, mendukung pebulutangkis-pebulutangkis top dunia,"" harap Armand.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
"Borneo FC Vs Persis Solo, Waspada Gaya Berbeda Laskar Sambernyawa","Borneo FC Vs Persis Solo, Waspada Gaya Berbeda Laskar Sambernyawa
Tim Redaksi
KOMPAS.com - Pemuncak klasemen sementara Liga 1 2023-2024, Borneo FC Samarinda, akan menghadapi Persis Solo pada pekan ke-20 di Stadion Segiri, Samarinda, Senin (27/11/2023).
Menjelang laga ini, Borneo FC besutan Pieter Huistra mengemban misi revans usai dikalahkan Laskar Sambernyawa 1-2 pada putaran pertama Liga 1.
Pieter Huistra mengatakan bahwa timnya mewaspadai gaya khas permainan Persis Solo.
""Persis adalah satu dari dua laga di mana kami mengalami kekalahan di putaran pertama Liga 1. Kami mempunyai kewaspadaan ekstra kali ini.""
""Mereka bermain dengan cara berbeda dibandingkan dengan tim lainnya sehingga kami harus siap dengan itu. Terlebih ada pemain yang harus kami hadapi,"" tutur Pieter dikutip dari situs Liga Indonesia Baru, Minggu (26/11/2023). 
Baca juga: Stadion Liga 1 Pemersatu Bangsa, Standarisasi Jadi Perhatian
Borneo FC yang saat ini memimpin klasemen dengan torehan 41 poin tentu memiliki kepercayaan diri besar menyambut laga ini.
Di samping itu, laga Borneo FC vs Persis diperkirakan bakal menjadi panggung debut bagi Habibi Jusuf.
Habibi Jusuf baru direkrut Borneo FC dari Srwijaya FC pada putaran kedua kompetisi untuk membantu tim meraih gelar juara musim ini.
Sedangkan, di sisi Persis Solo, pelatih mereka, yakni Leonardo Medina, memperkirakan laga kontra Borneo FC, tidak akan sama seperti di putaran pertama.
“Pada perjumpaan pertama musim ini kami berhasil menang melawan Borneo FC, namun situasi pertandingan kali ini pasti berbeda. Kami melakukan persiapan dengan baik karena mereka adalah tim yang sangat kuat,” kata Leonardo Medina.
Baca juga: Dewa United Vs Persib, Adu Tajam Top Skor Liga 1, DDS Atau Alex















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
Striker Liga Indonesia Asal Argentina Ikuti Gegap Gempita Piala Dunia U17,"Striker Liga Indonesia Asal Argentina Ikuti Gegap Gempita Piala Dunia U17
Tim Redaksi

KOMPAS.com - Para pesepak bola asing yang berkarier di Liga Indonesia ikut memeriahkan gelaran Piala Dunia U17 2023 Indonesia. Salah satunya adalah penyerang Persita Tangerang, Ezequiel Vidal.
Ia ikut mengawal perjuangan negaranya, Argentina, yang kini akan bersaing pada babak semifinal.
""Ya, saya menonton setiap pertandingan tim U17, saya melihat mereka tampil sangat baik sebagai sebuah tim,"" ujarnya kepada Kompas.com.
Argentina menjadi salah satu tim yang diunggulkan menjadi juara Piala Dunia U17 2023 ini. Utamanya setelah menumbangkan juara bertahan Brasil dengan skor meyakinkan 0-3 di babak delapan besar lalu.
Baca juga: Jerman Vs Argentina, Ambisi Der Panzer Gandakan Gelar Juara
Banyak yang menilai duel derbi Amerika Latin tersebut menjadi laga final dini. Sebab, Brasil juga menjadi salah satu tim yang diunggulkan untuk menjadi juara Piala Dunia U17 2023 ini.
Menariknya, kemenangan timnas U17 Argentina atas Brasil hanya berselang beberapa hari dengan duel tim seniornya di babak Kualifikasi Piala Dunia 2026 Zona Amerika Selatan.
Argentina senior mengalahkan Brasil dengan skor tipis 1-0.
Ezequiel Vidal mengatakan, kemenangan ganda ini merupakan hasil keseriusan negaranya dalam mengelola sepak bola sejak usia dini.
Baca juga: Jadwal Semifinal Piala Dunia U17 2023: Argentina Vs Jerman, Perancis Vs Mali
""Perkembangan anak di Argentina sangat bagus. Sejak usia sangat muda mereka mempersiapkan anak-anak dengan sangat baik dan menjadikan mereka pemain yang sangat bagus,"" tutur pemain berusia 28 tahun itu.
Dengan kerendahan hati, ia mengatakan, timnas berjuluk Albiceleste tersebut bisa menjadi inspirasi bagi sepak bola Indonesia, khususnya dalam hal pembinaan usia dini.















Copyright 2008 - 2023 PT. Kompas Cyber Media (Kompas Gramedia Digital Group). All Rights Reserved.",bola
